,school_id,name,nature,doublehigh,id,rank,rank_type,view_total,view_month,view_week,level_name,answerurl,type_name,f211,belong,colleges_level,school_type,single_province,type,is_recruitment,code_enroll,city_name,county_id,central,department,dual_class,level,admissions,county_name,province_name,nature_name,province_id,city_id,f985,is_top,dual_class_name,view_total_number,special,logo,num_subject,num_master,num_doctor,short,email,address,phone,site,create_date,area
537,567,北京服装学院,36000,0,gkschool567,412,3,192.7w,2408,225,普通本科,,艺术类,2,北京市,,6000,,5009,1,1001200,北京市,110105,2,2,38003,2001,2,朝阳区,北京,公办,11,1101,2,2,,1926562,[],https://static-data.eol.cn/upload/logo/567.jpg,4,12,0,北服,bf64288364@sina.com,樱花园校区位于北京市朝阳区樱花园东街甲2号；芍药居校区位于北京市朝阳区芍药居甲1号,"010-64288364,010-64288375",http://bkzs.bift.edu.cn/,1959,600.00
538,449,黑龙江工程学院,36000,0,gkschool449,315,172,192.4w,598,74,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,理工类,2,黑龙江省,,6000,,5001,1,1180200,哈尔滨市,0,2,2,38003,2001,2,,黑龙江,公办,23,2301,2,2,,1923615,[],https://static-data.eol.cn/upload/logo/449.jpg,0,0,0,黑工程,,黑龙江省哈尔滨市道外区红旗大街999号,"0451-88028842,0451-88028630",http://www.hljit.edu.cn,1952,1200.00
539,1102,西安航空学院,36000,0,gkschool1102,501,173,191.3w,653,76,普通本科,,理工类,2,陕西省,,6000,61,5001,1,1173600,西安市,0,2,2,38003,2001,2,,陕西,公办,61,6101,2,2,,1913307,[],https://static-data.eol.cn/upload/logo/1102.jpg,0,0,0,西安航空技术高等专科学校,zb@xaau.edu.cn,沣惠校区：西安市西二环259号：阎良校区：西安市阎良区蓝天二路9号,"029-84257775,029-84250446",http://zb.xaau.edu.cn,1955,1158.00
540,1491,重庆医药高等专科学校,36000,77006,gkschool1491,0,49,191.2w,1971,261,专科（高职）,https://answer.eol.cn/question/index?id=1829&source=zsgk_app,医药类,2,重庆市,76004,6001,50,5003,1,1400900,重庆市,500106,2,2,38003,2002,2,沙坪坝区,重庆,公办,50,5001,2,2,,1911631,[],https://static-data.eol.cn/upload/logo/1491.jpg,0,0,0,"重庆医专,CQMPC",591212149@qq.com,重庆市沙坪坝区大学城中路82号,"023-61969001,023-61969002,023-61969003",http://www.cqyygz.com/zsjy/zsgz1.htm,1948,543.00
541,603,河北建筑工程学院,36000,0,gkschool603,0,174,190.9w,1182,94,普通本科,https://answer.eol.cn/question/index?id=1139&source=zsgk_app,理工类,2,河北省,,6000,,5001,1,1008400,张家口市,0,2,2,38003,2001,2,,河北,公办,13,1307,2,2,,1909069,[],https://static-data.eol.cn/upload/logo/603.jpg,0,3,0,河北建工学院,jyxsczb@126.com,河北省张家口市朝阳西大街13号,"0313-4187686,0313-4187683",http://zs.hebiace.edu.cn/,1950,1032.00
542,415,湖南文理学院,36000,0,gkschool415,394,150,190.8w,648,61,普通本科,,综合类,2,湖南省,,6000,,5000,1,1054900,常德市,0,2,2,38003,2001,2,,湖南,公办,43,4307,2,2,,1907996,[],https://static-data.eol.cn/upload/logo/415.jpg,0,0,0,"湖南文理,HUAS",huaszsjyc@126.com,湖南省常德市洞庭大道3150号,"0736-7186057,0736-7186059",http://zj.huas.cn/,1958,1405.00
543,1446,烟台大学文经学院,36001,0,gkschool1446,0,151,190.5w,1122,183,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,综合类,2,山东省教育厅,,6002,"37,37",5000,1,1335900,烟台市,0,2,2,38003,2001,2,,山东,民办,37,3706,2,2,,1905397,[],https://static-data.eol.cn/upload/logo/1446.jpg,0,0,0,烟大文经,wjxyzb@ytu.edu.cn,烟台市莱山区港城东大街100号,"0535-6915009,0535-6915078",http://zhaosheng.wenjing.ytu.edu.cn/,2003,630.00
544,628,石家庄学院,36000,0,gkschool628,425,152,190.5w,774,77,普通本科,https://answer.eol.cn/question/index?id=1162&source=zsgk_app,综合类,2,河北省,,6000,,5000,1,1010200,石家庄市,0,2,2,38003,2001,2,,河北,公办,13,1301,2,2,,1905381,[],https://static-data.eol.cn/upload/logo/628.jpg,0,0,0,,sjzu2003@163.com,北校区-石家庄高新技术产业开发区长江大道6号；南校区-石家庄高新技术产业开发区珠峰大街288号,"0311-66617111,0311-66617112,0311-66617113",http://xsc.sjzc.edu.cn,1958,1221.00
545,1264,菏泽学院,36000,0,gkschool1264,0,153,190.2w,531,57,普通本科,https://answer.eol.cn/question/index?id=1686&source=zsgk_app,综合类,2,山东省,,6000,"37,37",5000,1,1045500,菏泽市,0,2,2,38003,2001,2,,山东,公办,37,3717,2,2,,1902351,[],https://static-data.eol.cn/upload/logo/1264.jpg,0,0,0,HZU,hzxyzsb@163.com,菏泽市牡丹区大学路2269号,"0530-5668117,0530-5525742",http://zsjy.hezeu.edu.cn/,1949,1436.00
546,404,长春中医药大学,36000,0,gkschool404,0,50,189.6w,4282,122,普通本科,https://answer.eol.cn/question/index?id=963&source=zsgk_app,医药类,2,吉林省,,6000,,5003,1,1019900,长春市,0,2,2,38003,2001,2,,吉林,公办,22,2201,2,2,,1895936,[],https://static-data.eol.cn/upload/logo/404.jpg,9,6,2,长春中医学院,ccucmzs@126.com,吉林省长春市净月开发区博硕路1035号,"0431-86172018,0431-86172896,0431-86172013",http://zhaosheng.ccucm.edu.cn,1958,856.50
547,1472,重庆师范大学涉外商贸学院,36001,0,gkschool1472,0,45,189.5w,1677,198,普通本科,https://answer.eol.cn/question/index?id=721&source=zsgk_app,财经类,2,重庆市教委,,6000,50,5006,1,1358900,重庆市,500117,2,2,38003,2001,2,合川区,重庆,民办,50,5001,2,2,,1895382,[],https://static-data.eol.cn/upload/logo/1472.jpg,0,0,0,重师商院,csswsm@sohu.com,重庆市合川区学府路9号,"023-42888768,023-42897897,023-42888798",http://www.swsmzs.cn/,2002,800.00
548,676,上海建桥学院,36001,0,gkschool676,0,46,188.9w,4602,576,普通本科,https://answer.eol.cn/question/index?id=1201&source=zsgk_app,财经类,2,上海市教委,,6000,31,5006,1,1279900,上海市,310115,2,2,38003,2001,2,浦东新区,上海,民办,31,3101,2,2,,1888502,[],https://static-data.eol.cn/upload/logo/676.jpg,0,0,0,"建桥,SJQU",zixun@mail.gench.com.cn,校本部地址为上海市浦东新区沪城环路1111号,"021-68130020,021-58137880",http://zsb.gench.edu.cn,2000,800.00
549,1216,宁波诺丁汉大学,36002,0,gkschool1216,55,154,188.7w,2047,234,普通本科,,综合类,2,浙江省教育厅,,6000,,5000,1,1630100,宁波市,0,2,2,38003,2001,2,,浙江,中外合作办学,33,3302,2,2,,1886602,[],https://static-data.eol.cn/upload/logo/1216.jpg,0,0,0,"宁诺,UNNC",Admissions@nottingham.edu.cn,浙江省宁波市泰康东路199号,"0574-88222460,0574-88180004",http://www.nottingham.edu.cn,2004,887.00
550,1461,北京交通大学海滨学院,36001,0,gkschool1461,0,175,188w,526,81,普通本科,https://answer.eol.cn/question/index?id=1809&source=zsgk_app,理工类,2,河北省教育厅,,6002,,5001,1,1420200,沧州市,0,2,2,38003,2001,2,,河北,民办,13,1309,2,2,,1880223,[],https://static-data.eol.cn/upload/logo/1461.jpg,0,0,0,海滨学院,zsbgs@bjtuhbxy.edu.cn,河北省黄骅市学院路2009号,"0317-8887322,0317-8887323,0317-8887027",http://zsb.bjtuhbxy.edu.cn/,2008,1200.00
551,1176,武汉科技大学城市学院,36001,0,gkschool1176,0,176,187.8w,1557,192,普通本科,https://answer.eol.cn/question/index?id=1619&source=zsgk_app,理工类,2,湖北省教育厅,,6002,,5001,1,1323500,武汉市,0,2,2,38003,2001,2,,湖北,民办,42,4201,2,2,,1878493,[],https://static-data.eol.cn/upload/logo/1176.jpg,0,0,0,"城院,城市学院",cityzb@126.com,武汉市东湖生态旅游风景管理区黄家大湾特1号,"027-86490576,027-86490575",http://www.city.wust.edu.cn/zsw/index.aspx,2002,860.00
552,1041,沈阳工程学院,36000,0,gkschool1041,424,177,187.8w,966,102,普通本科,https://answer.eol.cn/question/index?id=1512&source=zsgk_app,理工类,2,辽宁省,,6000,,5001,1,1163200,沈阳市,0,2,2,38003,2001,2,,辽宁,公办,21,2101,2,2,,1877717,[],https://static-data.eol.cn/upload/logo/1041.jpg,0,0,0,沈工院,zhaosheng@sie.edu.cn,沈阳市沈北新区蒲昌路18号,"024-31975263,024-31975265",http://zhaosheng.sie.edu.cn,2003,1290.00
553,296,广东药科大学,36000,0,gkschool296,0,51,187.7w,1531,129,普通本科,https://answer.eol.cn/question/index?id=862&source=zsgk_app,医药类,2,广东省,,6000,,5003,1,1057300,广州市,0,2,2,38003,2001,2,,广东,公办,44,4401,2,2,,1877186,[],https://static-data.eol.cn/upload/logo/296.jpg,0,5,0,"广药,GDPU",gdyzsb@126.com,校本部（广州大学城校区），广东省广州市广州大学城外环东路280号；中山校区：广东省中山市五桂山长命水大道9号,"020-39352027,020-39353293",http://zsb.gdpu.edu.cn,1958,5300.00
554,1222,中国人民解放军战略支援部队信息工程大学,36000,0,gkschool1222,0,4,187w,774,86,普通本科,,军事类,2,解放军战略支援部队,,6000,,5011,2,9000500,郑州市,0,2,2,38003,2001,2,,河南,公办,41,4101,2,2,,1869801,[],https://static-data.eol.cn/upload/logo/1222.jpg,0,0,0,解放军工程大学,2076703166@qq.com,郑州市俭学街7号信息工程大学招生办公室,0371-81630228,,2000,0.00
555,306,佛山科学技术学院,36000,0,gkschool306,284,178,186.7w,1299,172,普通本科,https://answer.eol.cn/question/index?id=870&source=zsgk_app,理工类,2,广东省,,6000,,5001,1,1184700,佛山市,0,2,2,38003,2001,2,,广东,公办,44,4406,2,2,,1866907,[],https://static-data.eol.cn/upload/logo/306.jpg,0,6,0,佛科院,zsb@fosu.edu.cn,佛山市禅城区江湾一路18号（江湾校区）；南海区狮山镇广云路33号（仙溪校区）,"0757-83989841,0757-82982304",https://zsb.fosu.edu.cn,1995,3950.00
556,438,湖北医药学院,36000,0,gkschool438,0,52,186.3w,2553,246,普通本科,https://answer.eol.cn/question/index?id=996&source=zsgk_app,医药类,2,湖北省,,6000,,5003,1,1092900,十堰市,0,2,2,38003,2001,2,,湖北,公办,42,4203,2,2,,1863002,[],https://static-data.eol.cn/upload/logo/438.jpg,0,4,0,郧阳医学院,zhaosheng@yymc.edu.cn,湖北省十堰市人民南路30号,0719-8891093,http://zs.hbmu.edu.cn,1956,1477.41
557,282,太原师范学院,36000,0,gkschool282,323,58,184.9w,706,103,普通本科,https://answer.eol.cn/question/index?id=849&source=zsgk_app,师范类,2,山西省,,6000,,5004,1,1011900,太原市,0,2,2,38003,2001,2,,山西,公办,14,1401,2,2,,1849293,[],https://static-data.eol.cn/upload/logo/282.jpg,0,6,0,太原师范,tysyzsb@126.com,山西省晋中市榆次区大学街319号,0351-2506580,http://zjc.tynu.edu.cn,1999,1569.00
558,1084,宜宾学院,36000,0,gkschool1084,495,155,184.3w,2070,225,普通本科,https://answer.eol.cn/question/index?id=1545&source=zsgk_app,综合类,2,四川省,,6000,,5000,1,1064100,宜宾市,0,2,2,38003,2001,2,,四川,公办,51,5115,2,2,,1842604,[],https://static-data.eol.cn/upload/logo/1084.jpg,0,0,0,宜院,ybxyzsk@yibinu.edu.cn,四川省宜宾市翠屏区酒圣路8号,"0831-3530929,0831-3545029,0831-3553172",http://zsw.yibinu.edu.cn/,2001,1300.00
559,1941,新乡医学院三全学院,36001,0,gkschool1941,0,53,183.8w,2370,81,普通本科,https://answer.eol.cn/question/index?id=2217&source=zsgk_app,医药类,2,河南省教育厅,,6002,,5003,1,1350500,新乡市,0,2,2,38003,2001,2,,河南,民办,41,4107,2,2,,1837777,[],https://static-data.eol.cn/upload/logo/1941.jpg,0,0,0,三全学院,sqzb@xxmu.edu.cn,新乡校区：河南省新乡市向阳路东段688号；平原校区：河南省新乡市平原新区长江大道西段,"0373-7375783,0373-3831943,0373-3831880",http://zs.sqmc.edu.cn/,2003,1400.00
560,331,安徽科技学院,36000,0,gkschool331,529,156,183.5w,823,101,普通本科,https://answer.eol.cn/question/index?id=893&source=zsgk_app,综合类,2,安徽省,,6000,,5000,1,1087900,滁州市,0,2,2,38003,2001,2,,安徽,公办,34,3411,2,2,,1835370,[],https://static-data.eol.cn/upload/logo/331.jpg,0,0,0,安徽科技,zsb@ahstu.edu.cn,龙湖校区位于安徽省蚌埠市龙子湖区大学城黄山大道1501号;凤阳校区位于安徽省滁州市凤阳县东华路9号,"0550-6732041,0552-3197041",http://www.ahstu.edu.cn/zsc/,1950,1700.00
561,1343,西交利物浦大学,36002,0,gkschool1343,103,157,183.4w,3381,464,普通本科,,综合类,2,江苏省教育厅,,6003,,5000,1,1640300,苏州市,0,2,2,38003,2001,2,,江苏,中外合作办学,32,3205,2,2,,1834107,[],https://static-data.eol.cn/upload/logo/1343.jpg,0,0,0,"西浦,XJTLU",admissions@xjtlu.edu.cn,苏州工业园区独墅湖科教创新区仁爱路111号,0512-88161888,http://www.xjtlu.edu.cn,2006,610.00
562,207,锦州医科大学,36000,0,gkschool207,0,54,183.4w,1197,139,普通本科,https://answer.eol.cn/question/index?id=778&source=zsgk_app,医药类,2,辽宁省,,6000,,5003,1,1016000,锦州市,0,2,2,38003,2001,2,,辽宁,公办,21,2107,2,2,,1833850,[],https://static-data.eol.cn/upload/logo/207.jpg,0,8,0,锦医大,zs@lnmu.edu.cn,辽宁省锦州市松坡路三段40号,"0416-4673436,0416-4673536",http://jzmuzs.university-hr.com/,1946,1492.48
563,183,景德镇陶瓷大学,36000,0,gkschool183,440,179,183.3w,1234,197,普通本科,https://answer.eol.cn/question/index?id=7339&source=zsgk_app,理工类,2,江西省,,6000,,5001,1,1040800,景德镇市,0,2,2,38003,2001,2,,江西,公办,36,3602,2,2,,1833108,[],https://static-data.eol.cn/upload/logo/183.jpg,0,15,3,景陶,tyzsb@vip.163.com,江西省景德镇市湘湖,"0798-8499720,0798-8463033",http://zs.jci.edu.cn/,1910,2000.00
564,202,沈阳医学院,36000,0,gkschool202,0,55,183w,1747,119,普通本科,https://answer.eol.cn/question/index?id=773&source=zsgk_app,医药类,2,辽宁省,,6000,,5003,1,1016400,沈阳市,0,2,2,38003,2001,2,,辽宁,公办,21,2101,2,2,,1830030,[],https://static-data.eol.cn/upload/logo/202.jpg,0,3,0,沈医,symczs@163.com,沈阳市黄河北大街146号,"024-62215829,024-62215696",http://zssy.symc.edu.cn/,1949,666.00
565,301,嘉应学院,36000,0,gkschool301,486,158,182.1w,1266,80,普通本科,,综合类,2,广东省,,6000,,5000,1,1058200,梅州市,0,2,2,38003,2001,2,,广东,公办,44,4414,2,2,,1821346,[],https://static-data.eol.cn/upload/logo/301.jpg,0,0,0,嘉应大学,zsb@jyu.edu.cn,校本部（江北校区）：广东省梅州市梅江区梅松路100号；校本部（江南校区）：广东省梅州市梅江区华南大道19号,"0753-2186877,0753-2186713",http://zs.jyu.edu.cn,1913,1628.25
566,1985,湖南财政经济学院,36000,0,gkschool1985,393,47,181.8w,230,12,普通本科,,财经类,2,湖南省,,6000,,5006,1,1153200,长沙市,0,2,2,38003,2001,2,,湖南,公办,43,4301,2,2,,1818266,[],https://static-data.eol.cn/upload/logo/1985.jpg,0,0,0,湖南财经高等专科学校,zsjyc_pub@hufe.edu.cn,长沙市岳麓区枫林二路139号,"0731-88811789,0731-88811731,0731-88811788",http://hncyzs.bibibi.net/recruit/index/index,1933,760.35
567,1576,河北医科大学临床学院,36000,0,gkschool1576,0,56,181.6w,228,8,普通本科,,医药类,2,河北省教育厅,,6002,,5003,1,1341500,石家庄市,0,2,2,38003,2001,2,,河北,公办,13,1301,2,2,,1816089,[],https://static-data.eol.cn/upload/logo/1576.jpg,0,0,0,河北医大临院,ydzsb@hebmu.edu.cn,河北省石家庄市建华南大街309号,0311-86266317,http://zsb.hebmu.edu.cn,2001,1131.30
568,368,渭南师范学院,36000,0,gkschool368,470,59,181.6w,1305,174,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,师范类,2,陕西省,,6000,,5004,1,1072300,渭南市,0,2,2,38003,2001,2,,陕西,公办,61,6105,2,2,,1815910,[],https://static-data.eol.cn/upload/logo/368.jpg,0,0,0,渭南师范,wnsyzsb@163.com,渭南市朝阳大街中段,0913-2136900,http://zsb.wnu.edu.cn/,1923,1072.50
569,1048,金陵科技学院,36000,0,gkschool1048,395,180,181.5w,1522,172,普通本科,,理工类,2,江苏省,,6000,,5001,1,1357300,南京市,0,2,2,38003,2001,2,,江苏,公办,32,3201,2,2,,1814926,[],https://static-data.eol.cn/upload/logo/1048.jpg,0,0,0,金科院,zsb@jit.edu.cn,南京市江宁区弘景大道99号,"025-86188800,025-86188811",http://jitzs.university-hr.com/,1958,1524.60
570,816,武汉职业技术学院,36000,77004,gkschool816,0,181,181.1w,2796,276,专科（高职）,https://answer.eol.cn/question/index?id=1326&source=zsgk_app,理工类,2,湖北省,,6001,,5001,1,1083400,武汉市,0,2,2,38003,2002,2,,湖北,公办,42,4201,2,2,,1810506,[],https://static-data.eol.cn/upload/logo/816.jpg,0,0,0,武职,wzzb8776@126.com,湖北省武汉市洪山区关山大道463号 （关山校区）；湖北省葛店经济开发区创业大道25号（光谷东校区）,"027-87766666,027-87766664",https://zjc.wtc.edu.cn/zs/,1972,1580.00
571,1217,北京大学医学部,36000,0,gkschool1217,0,57,180.7w,3210,285,普通本科,,医药类,1,教育部,,6000,,5003,2,1000101,北京市,110108,2,2,38001,2001,2,海淀区,北京,公办,11,1101,1,2,双一流,1806639,[],https://static-data.eol.cn/upload/logo/1217.jpg,0,0,0,北大医学部,,北京市海淀区学院路38号北京大学医学部,"010-82802223,82802191",http://jiaoyuchu.bjmu.edu.cn/zsjy/zsgz/index.htm,2000,0.00
572,932,攀枝花学院,36000,0,gkschool932,538,159,179.8w,2340,363,普通本科,https://answer.eol.cn/question/index?id=1416&source=zsgk_app,综合类,2,四川省,,6000,,5000,1,1136000,攀枝花市,0,2,2,38003,2001,2,,四川,公办,51,5104,2,2,,1798049,[],https://static-data.eol.cn/upload/logo/932.jpg,0,0,0,攀枝花大学,0812-3370868@163.com,四川省攀枝花市东区机场路10号攀枝花学院招就处,"0812-5712507,0812-3370868",http://zsw.pzhu.cn,1983,1222.80
573,1189,宁波工程学院,36000,0,gkschool1189,328,182,179.4w,923,107,普通本科,,理工类,2,浙江省,,6000,,5001,1,1105800,宁波市,0,2,2,38003,2001,2,,浙江,公办,33,3302,2,2,,1794310,[],https://static-data.eol.cn/upload/logo/1189.jpg,0,0,0,"宁工,NBUT",zsjy@nbut.cn,宁波市风华路201号,"0574-87616666,0574-87616616",https://zs.nbut.edu.cn/,1983,1800.00
574,1512,郑州工业应用技术学院,36001,0,gkschool1512,0,183,179.3w,1941,312,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,理工类,2,河南省教育厅,,6000,41,5001,1,1274700,郑州市,0,2,2,38003,2001,2,,河南,民办,41,4101,2,2,,1793435,[],https://static-data.eol.cn/upload/logo/1512.jpg,0,0,0,郑州华信学院,372819134@qq.com,郑州市新郑高新技术开发中华北路郑州工业应用技术学院新校区,0371-85011888,http://zsb.zzgyxy.com/,1997,1979.00
575,325,皖南医学院,36000,0,gkschool325,0,58,178.4w,930,152,普通本科,https://answer.eol.cn/question/index?id=887&source=zsgk_app,医药类,2,安徽省,,6000,,5003,1,1036800,芜湖市,0,2,2,38003,2001,2,,安徽,公办,34,3402,2,2,,1784248,[],https://static-data.eol.cn/upload/logo/325.jpg,0,3,0,皖医,wnyxyzsb@163.com,安徽省芜湖市弋江区文昌西路22号（滨江校区）; 安徽省芜湖市镜湖区银湖南路34号（赭麓校区）,0553-3932637,http://zsb.wnmc.edu.cn,1958,700.00
576,397,湖南城市学院,36000,0,gkschool397,332,160,178.1w,685,126,普通本科,,综合类,2,湖南省,,6000,,5000,1,1152700,益阳市,0,2,2,38003,2001,2,,湖南,公办,43,4309,2,2,,1781231,[],https://static-data.eol.cn/upload/logo/397.jpg,0,0,0,"湖南城院,城院",zsc@hnist.edu.cn,湖南省益阳市迎宾东路518号,"0737-4628168,0737-6355818",http://zj.hncu.net,1970,1415.00
577,1104,武昌首义学院,36001,0,gkschool1104,0,184,178.1w,2220,198,普通本科,https://answer.eol.cn/question/index?id=1563&source=zsgk_app,理工类,2,湖北省教育厅,,6000,,5001,1,1230900,武汉市,0,2,2,38003,2001,2,,湖北,民办,42,4201,2,2,,1780814,[],https://static-data.eol.cn/upload/logo/1104.jpg,0,0,0,"首义学院,昌大",annie_xie@21cn.com,湖北省武汉市武昌南湖,"027-88426116,027-88426123",http://zsb.wsyu.edu.cn/default.html,2000,1000.00
578,929,西昌学院,36000,0,gkschool929,0,161,177.8w,617,76,普通本科,https://answer.eol.cn/question/index?id=1411&source=zsgk_app,综合类,2,四川省,,6000,,5000,1,1062800,凉山彝族自治州,0,2,2,38003,2001,2,,四川,公办,51,5134,2,2,,1777964,[],https://static-data.eol.cn/upload/logo/929.jpg,7,0,0,西院,xcac-zsb@163.com,北校区：四川省西昌市学府路24号：南校区：四川省西昌市海滨中路24号,"0834-2580038,0834-2580029",https://www.xcc.edu.cn/xcxy_zsw/index/index.html,1939,1891.00
579,406,衡阳师范学院,36000,0,gkschool406,423,60,177.7w,682,79,普通本科,https://answer.eol.cn/question/index?id=965&source=zsgk_app,师范类,2,湖南省,,6000,,5004,1,1054600,衡阳市,0,2,2,38003,2001,2,,湖南,公办,43,4304,2,2,,1777108,[],https://static-data.eol.cn/upload/logo/406.jpg,0,1,0,衡阳师院,zs@hynu.edu.cn,东校区：湖南省衡阳市珠晖区衡花路16号;西校区：湖南省衡阳市雁峰区黄白路165号,"0734-8486615,0734-8484941",http://zs.hynu.cn,1904,2166.00
580,461,湖北文理学院,36000,0,gkschool461,371,162,176.9w,3297,438,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,综合类,2,湖北省,,6000,,5000,1,1051900,襄阳市,0,2,2,38003,2001,2,,湖北,公办,42,4206,2,2,,1769085,[],https://static-data.eol.cn/upload/logo/461.jpg,0,0,0,襄樊学院,,湖北省襄阳市隆中路296号,"0710-3595555,0710-3590904",http://zhinengdayi.com/hbuas,1905,1415.85
581,192,宜春学院,36000,0,gkschool192,532,163,176.8w,563,77,普通本科,https://answer.eol.cn/question/index?id=764&source=zsgk_app,综合类,2,江西省,,6000,,5000,1,1041700,宜春市,0,2,2,38003,2001,2,,江西,公办,36,3609,2,2,,1767947,[],https://static-data.eol.cn/upload/logo/192.jpg,0,0,0,"宜院,YCU",ycxyzsbgs@163.com,校本部：江西省宜春市学府路576号；北校区：江西省宜春市宜春北路128号,"0795-3201926,0795-3201962",http://www.ycu.jx.cn/,1958,2020.64
582,1579,华北电力大学科技学院,36001,0,gkschool1579,0,185,176.8w,205,6,普通本科,,理工类,2,河北省教育厅,,6002,,5001,1,1341700,保定市,0,2,2,38003,2001,2,,河北,民办,13,1306,2,2,,1767524,[],https://static-data.eol.cn/upload/logo/1579.jpg,0,0,0,华电科院,hdkyzs@163.com,河北省保定市瑞祥大街282号,"0312-7523435,0312-7523462",http://zhaosheng.hdky.edu.cn/,2002,500.00
583,260,浙江万里学院,36000,0,gkschool260,493,186,176.4w,1379,147,普通本科,,理工类,2,浙江省,,6000,,5001,1,1087600,宁波市,0,2,2,38003,2001,2,,浙江,公办,33,3302,2,2,,1763803,[],https://static-data.eol.cn/upload/logo/260.jpg,0,0,0,万里学院,,浙江省宁波市高教园区(南区)钱湖南路8号,"0574-88222066,0574-88222065",http://zsw.zwu.edu.cn/,1999,1400.00
584,1022,蚌埠医学院,36000,0,gkschool1022,0,59,176.2w,940,137,普通本科,https://answer.eol.cn/question/index?id=1497&source=zsgk_app,医药类,2,安徽省,,6000,,5003,1,1036700,蚌埠市,0,2,2,38003,2001,2,,安徽,公办,34,3403,2,2,,1761745,[],https://static-data.eol.cn/upload/logo/1022.jpg,0,6,0,蚌医,bbmczsk@126.com,安徽省蚌埠市东海大道2600号,0552-3178336,https://jwc.bbmc.edu.cn/zsxx2.htm,1958,1000.00
585,329,上海杉达学院,36001,0,gkschool329,0,48,176w,1130,117,普通本科,https://answer.eol.cn/question/index?id=891&source=zsgk_app,财经类,2,上海市教委,,6000,31,5006,1,1183300,上海市,310115,2,2,38003,2001,2,浦东新区,上海,民办,31,3101,2,2,,1760143,[],https://static-data.eol.cn/upload/logo/329.jpg,0,0,0,彬达学院,,金海校区: 上海市浦东新区金海路2727号;嘉善校区: 浙江省嘉善县人民大道505号,"021-50210894,0573-84239202",https://zsw.sandau.edu.cn/,1992,808.00
586,234,新疆医科大学,36000,0,gkschool234,0,60,175.4w,1164,160,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,医药类,2,新疆维吾尔自治区,,6000,,5003,1,1076000,乌鲁木齐市,0,2,2,38003,2001,2,,新疆,公办,65,6501,2,2,,1753677,[],https://static-data.eol.cn/upload/logo/234.jpg,8,10,2,新疆医大,webmaster@xjmu.edu.cn,新疆维吾尔自治区乌鲁木齐市新医路393号,"0991-4362444,0991-4361705",http://www.xjmu.edu.cn,1954,1953.00
587,2855,河北环境工程学院,36000,0,gkschool2855,0,164,175.3w,479,79,普通本科,,综合类,2,河北省,,6000,,5000,1,5172100,秦皇岛市,0,2,2,38003,2001,2,,河北,公办,13,1303,2,2,,1753029,[],https://static-data.eol.cn/upload/logo/2855.jpg,0,0,0,,emcczs@sohu.com,河北省秦皇岛市北戴河区金港大道8号,"0335-7815777,0335-7815802",https://zsjyc.hebuee.edu.cn/,1981,665.12
588,1964,武汉工商学院,36001,0,gkschool1964,0,165,175w,1035,153,普通本科,https://answer.eol.cn/question/index?id=3408&source=zsgk_app,综合类,2,湖北省教育厅,,6000,,5000,1,1324200,武汉市,0,2,2,38003,2001,2,,湖北,民办,42,4201,2,2,,1750246,[],https://static-data.eol.cn/upload/logo/1964.jpg,0,0,0,,,湖北省武汉市洪山区黄家湖西路3号（黄家湖大学城）,"027-88147355,027-88147227",http://zjb.wtbu.edu.cn/zsindex/index.html,2002,1240.50
589,447,哈尔滨学院,36000,0,gkschool447,444,166,174.9w,549,76,普通本科,https://answer.eol.cn/question/index?id=1004&source=zsgk_app,综合类,2,黑龙江省,,6000,,5000,1,1023400,哈尔滨市,0,2,2,38003,2001,2,,黑龙江,公办,23,2301,2,2,,1748505,[],https://static-data.eol.cn/upload/logo/447.jpg,0,0,0,哈学院,zsb@hrbu.edu.cn,黑龙江省哈尔滨市南岗区中兴大道109号(原南岗区学府四道街9号),"0451-86613350,0451-86688519,0451-86617723",http://zsxx.hrbu.edu.cn/,1999,975.00
590,563,北京电影学院,36000,0,gkschool563,0,4,174.8w,5741,527,普通本科,,艺术类,2,北京市,,6000,,5009,1,1005000,北京市,110108,2,2,38003,2001,2,海淀区,北京,公办,11,1101,2,2,,1748366,[],https://static-data.eol.cn/upload/logo/563.jpg,0,8,3,北影,admit@bfa.edu.cn,北京市海淀区西土城路4号,010-82048291,http://www.bfa.edu.cn/zs/index.htm,1950,105.00
591,300,惠州学院,36000,0,gkschool300,420,167,174.5w,1220,136,普通本科,,综合类,2,广东省,,6000,,5000,1,1057700,惠州市,0,2,2,38003,2001,2,,广东,公办,44,4413,2,2,,1745300,[],https://static-data.eol.cn/upload/logo/300.jpg,0,0,0,,zsb@hzu.edu.cn,广东省惠州市惠城区演达大道46号,0752-2527803,http://zs.hzu.edu.cn/,1946,2476.10
